Вектор Мощи,Скорость перехода через портал,Приток Силы Потока,Ритм магического ядра,Поток Энергий,Сила Левого Потока,Сила Правого Потока,Пламя Стихий,Приток давления Выдоха Истока,Давление выдоха Истока,Печать Чародея,Эмульсия Истока,Дыхание Истока,Гармония Бессмертия,Тип Вектора Мощи
2.088,,3217.569,141.3942888786465,6786.171,23.347,23.347,525.82,1.209,6.558,18.305,0.165,0.967,0.98,Слабый
3.144,4.6299600000000005,8377.653,145.2200156924331,7085.737,60.341,60.341,594.007,1.39,7.545,12.627,0.25,0.967,0.98,Ниже среднего
4.161,,14721.946,162.0494228179585,7763.499,113.774,113.774,649.043,1.66,8.978,17.581,0.348,0.967,0.98,Ниже среднего
5.14,7.7166,21631.744,201.51400501259832,8482.873,175.296,175.296,717.397,2.082,11.165,25.68,0.508,0.967,0.98,Выше среднего
6.175,9.25992,29785.708,241.6414632571456,8815.041,246.165,246.165,785.724,2.506,13.319,34.942,0.692,0.967,0.98,Выше среднего
7.148,10.80324,38990.324,280.446625153797,9126.509,332.301,332.301,837.934,2.972,15.649,44.862,0.888,0.967,0.98,Сильный
8.206,12.34656,50995.806,323.3273751999504,9310.026,438.028,438.028,935.488,3.584,18.582,61.292,1.213,0.967,0.98,Сильный
9.3,13.88988,72764.958,372.8437972490162,9762.521,644.723,644.723,1091.567,4.513,22.785,90.689,1.795,0.967,0.98,Сильный
1.138,1.54332,6864.808,140.610566231331,6657.601,7.183,7.183,659.678,1.314,7.173,21.515,0.326,0.967,0.981,Слабый
2.088,3.08664,3054.064,141.66980655436635,6790.328,23.818,23.818,518.965,1.204,6.521,16.612,0.156,0.967,0.981,Слабый
3.144,4.6299600000000005,8377.716,145.2201204121882,7088.291,60.336,60.336,593.194,1.39,7.538,12.593,0.249,0.967,0.981,Ниже среднего
4.161,6.17328,14722.095,162.04952753771357,7765.488,113.774,113.774,648.158,1.66,8.969,17.538,0.347,0.967,0.981,Ниже среднего
5.14,7.7166,21632.269,201.51400501259832,8483.787,175.253,175.253,716.421,2.082,11.154,25.624,0.507,0.967,0.981,Выше среднего
6.175,9.25992,29789.411,241.6436623720032,8816.098,246.216,246.216,784.663,2.506,13.306,34.882,0.691,0.967,0.981,Выше среднего
7.148,10.80324,38989.845,280.4467298735521,9127.016,332.184,332.184,836.897,2.971,15.632,44.78,0.887,0.967,0.981,Сильный
8.206,12.34656,50995.402,323.3268516011748,9310.424,438.014,438.014,934.418,3.583,18.561,61.192,1.211,0.967,0.981,Сильный
9.3,13.88988,72765.978,372.844530287302,9763.354,644.927,644.927,1090.675,4.512,22.757,90.583,1.793,0.967,0.981,Сильный
1.138,1.54332,4257.562,137.68783786594128,6639.996,5.639,5.639,596.078,1.231,6.707,32.271,0.257,0.967,0.982,Слабый
2.088,3.08664,2997.798,141.77861037993569,6793.51,24.006,24.006,516.111,1.202,6.505,15.743,0.152,0.967,0.982,Слабый
3.144,4.6299600000000005,8377.82,145.2201204121882,7090.848,60.336,60.336,592.383,1.39,7.53,12.559,0.249,0.967,0.982,Ниже среднего
4.161,6.17328,14722.138,162.04963225746872,7767.47,113.774,113.774,647.275,1.66,8.96,17.496,0.346,0.967,0.982,Ниже среднего
5.14,7.7166,21632.232,201.5143191718637,8484.686,175.274,175.274,715.444,2.082,11.142,25.568,0.506,0.967,0.982,Выше среднего
6.175,9.25992,29789.727,241.6414632571456,8817.124,246.226,246.226,783.552,2.506,13.292,34.809,0.689,0.967,0.982,Выше среднего
7.148,10.80324,38989.361,280.4469393130624,9127.523,332.245,332.245,835.863,2.971,15.614,44.698,0.885,0.967,0.982,Сильный
8.206,12.34656,50995.22,323.3268516011748,9310.824,438.013,438.013,933.352,3.582,18.54,61.092,1.209,0.967,0.982,Сильный
9.3,13.88988,72767.011,372.84442556754686,9764.179,645.101,645.101,1089.786,4.51,22.73,90.478,1.791,0.967,0.982,Сильный
1.138,1.54332,2174.712,137.6092980496015,6639.528,5.583,5.583,534.193,1.163,6.307,30.163,0.184,0.967,0.983,Слабый
2.088,3.08664,2873.909,142.21529175878467,6798.706,24.748,24.748,509.796,1.198,6.476,13.338,0.143,0.967,0.983,Слабый
3.144,4.6299600000000005,8377.961,145.2202251319433,7093.409,60.34,60.34,591.574,1.39,7.523,12.525,0.248,0.967,0.983,Ниже среднего
4.161,6.17328,14722.235,162.04963225746872,7769.46,113.778,113.778,646.394,1.659,8.95,17.453,0.346,0.967,0.983,Ниже среднего
5.14,7.7166,21632.333,201.5144238916188,8485.59,175.301,175.301,714.471,2.082,11.131,25.512,0.505,0.967,0.983,Выше среднего
6.175,9.25992,29790.06,241.6396830213086,8818.151,246.215,246.215,782.445,2.505,13.279,34.737,0.688,0.967,0.983,Выше среднего
7.148,10.80324,38988.935,280.4470440328176,9128.03,332.196,332.196,834.832,2.97,15.597,44.617,0.883,0.967,0.983,Сильный
8.206,12.34656,50995.139,323.32706104068507,9311.226,438.108,438.108,932.29,3.582,18.519,60.993,1.207,0.967,0.983,Сильный
9.3,13.88988,72768.124,372.8448444465674,9765.003,644.84,644.84,1088.9,4.509,22.703,90.372,1.789,0.967,0.983,Сильный
1.138,1.54332,385.235,140.30017687715633,6656.062,6.967,6.967,460.543,1.099,5.922,12.515,0.087,0.967,0.984,Слабый
2.088,3.08664,2862.5,142.35823422452302,6802.029,24.997,24.997,508.117,1.198,6.468,12.519,0.141,0.967,0.984,Слабый
3.144,4.6299600000000005,8378.021,145.2202251319433,7095.964,60.346,60.346,590.766,1.39,7.516,12.492,0.247,0.967,0.984,Ниже среднего
4.161,,14722.346,162.04973697722383,7771.451,113.778,113.778,645.516,1.659,8.941,17.411,0.345,0.967,0.984,Ниже среднего
5.14,7.7166,21632.56,201.51463333112903,8486.497,175.29,175.29,713.5,2.081,11.119,25.456,0.504,0.967,0.984,Выше среднего
6.175,9.25992,29790.441,241.63832166449208,8819.181,246.265,246.265,781.341,2.505,13.265,34.664,0.686,0.967,0.984,Выше среднего
7.148,10.80324,38988.501,280.44725347232776,9128.536,332.266,332.266,833.803,2.969,15.58,44.536,0.882,0.967,0.984,Сильный
8.206,12.34656,50994.952,323.3264327221543,9311.637,437.969,437.969,931.233,3.581,18.498,60.895,1.206,0.967,0.984,Сильный
9.3,,72769.1,372.8447397268122,9765.82,644.998,644.998,1088.015,4.508,22.675,90.267,1.787,0.967,0.984,Сильный
1.138,1.54332,786.491,143.36689490583558,6678.401,8.612,8.612,463.419,1.118,6.01,0.0,0.082,0.967,0.985,Слабый
2.088,,2845.013,142.48609704552413,6805.332,25.219,25.219,506.358,1.198,6.459,11.807,0.138,0.967,0.985,Слабый
3.144,4.6299600000000005,8378.135,145.2203298516984,7098.524,60.342,60.342,589.96,1.39,7.508,12.458,0.247,0.967,0.985,Ниже среднего
4.161,,14722.432,162.04973697722383,7773.443,113.782,113.782,644.64,1.659,8.932,17.369,0.344,0.967,0.985,Ниже среднего
5.14,,21632.938,201.51463333112903,8487.408,175.307,175.307,712.533,2.081,11.108,25.4,0.503,0.967,0.985,Выше среднего
6.175,9.25992,29790.783,241.63664614841016,8820.209,246.188,246.188,780.24,2.505,13.251,34.592,0.685,0.967,0.985,Выше среднего
7.148,10.80324,38988.07,280.44725347232776,9129.042,332.273,332.273,832.778,2.969,15.563,44.455,0.88,0.967,0.985,Сильный
8.206,12.34656,50994.881,323.3259091233787,9312.052,438.0,438.0,930.181,3.58,18.477,60.797,1.204,0.967,0.985,Сильный
9.3,13.88988,72770.012,372.845368045343,9766.634,645.095,645.095,1087.133,4.507,22.648,90.161,1.785,0.967,0.985,Сильный
1.138,1.54332,1181.964,144.9235540656893,6691.231,9.482,9.482,474.275,1.135,6.099,0.0,0.094,0.967,0.986,Слабый
2.088,3.08664,2835.925,142.66956605649375,6809.03,25.541,25.541,504.605,1.198,6.452,11.197,0.136,0.967,0.986,Слабый
3.144,4.6299600000000005,8378.215,145.2203298516984,7101.082,60.343,60.343,589.155,1.389,7.501,12.424,0.246,0.967,0.986,Ниже среднего
4.161,6.17328,14722.483,162.04984169697894,7775.433,113.782,113.782,643.765,1.659,8.923,17.327,0.343,0.967,0.986,Ниже среднего
5.14,7.7166,21633.068,201.5148427706393,8488.313,175.272,175.272,711.567,2.081,11.097,25.344,0.502,0.967,0.986,Выше среднего
6.175,9.25992,29791.127,241.63518007183845,8821.237,246.274,246.274,779.142,2.504,13.238,34.52,0.683,0.967,0.986,Выше среднего
7.148,10.80324,38987.669,280.44735819208285,9129.548,332.193,332.193,831.755,2.968,15.546,44.374,0.879,0.967,0.986,Сильный
8.206,12.34656,50994.766,323.3259091233787,9312.466,437.963,437.963,929.133,3.579,18.457,60.7,1.202,0.967,0.986,Сильный
9.3,,72770.371,372.8455774848532,9767.435,644.956,644.956,1086.251,4.505,22.621,90.054,1.783,0.967,0.986,Сильный
1.138,1.54332,1780.925,146.57666012000826,6704.896,10.419,10.419,491.45,1.161,6.235,0.0,0.114,0.967,0.987,Слабый
2.088,3.08664,2839.893,143.01503652863352,6813.633,26.141,26.141,502.528,1.199,6.448,8.866,0.132,0.967,0.987,Слабый
3.144,4.6299600000000005,8378.41,145.22043457145355,7103.649,60.345,60.345,588.353,1.389,7.494,12.391,0.245,0.967,0.987,Ниже среднего
4.161,6.17328,14722.638,162.04994641673406,7777.434,113.777,113.777,642.894,1.659,8.914,17.284,0.342,0.967,0.987,Ниже среднего
5.14,7.7166,21633.058,201.51515692990463,8489.215,175.289,175.289,710.603,2.08,11.085,25.289,0.501,0.967,0.987,Выше среднего
6.175,9.25992,29791.466,241.63350455575653,8822.265,246.201,246.201,778.048,2.504,13.224,34.448,0.682,0.967,0.987,Выше среднего
7.148,10.80324,38987.221,280.447462911838,9130.054,332.194,332.194,830.734,2.968,15.529,44.293,0.877,0.967,0.987,Сильный
8.206,12.34656,50994.743,323.32549024435826,9312.88,438.01,438.01,928.087,3.578,18.436,60.603,1.2,0.967,0.987,Сильный
9.3,13.88988,72771.461,372.8458916441186,9768.243,644.8,644.8,1085.375,4.504,22.594,89.948,1.781,0.967,0.987,Сильный
1.138,1.54332,2851.709,148.1066157423065,6718.098,11.323,11.323,523.174,1.203,6.464,0.0,0.151,0.967,0.988,Слабый
2.088,3.08664,2841.446,143.1022680846482,6816.702,26.293,26.293,501.489,1.199,6.442,8.306,0.131,0.967,0.988,Слабый
3.144,4.6299600000000005,8378.463,145.22053929120867,7106.207,60.352,60.352,587.552,1.389,7.487,12.357,0.245,0.967,0.988,Ниже среднего
4.161,6.17328,14722.631,162.04994641673406,7779.423,113.784,113.784,642.023,1.658,8.905,17.242,0.341,0.967,0.988,Ниже среднего
5.14,7.7166,21633.277,201.51526164965972,8490.122,175.265,175.265,709.642,2.08,11.074,25.233,0.499,0.967,0.988,Выше среднего
6.175,9.25992,29791.812,241.63203847918487,8823.293,246.237,246.237,776.957,2.504,13.21,34.376,0.681,0.967,0.988,Выше среднего
7.148,10.80324,38986.859,280.4475676315932,9130.56,332.154,332.154,829.717,2.967,15.512,44.213,0.875,0.967,0.988,Сильный
8.206,12.34656,50994.671,323.3253855246031,9313.293,438.0,438.0,927.045,3.578,18.415,60.506,1.198,0.967,0.988,Сильный
9.3,13.88988,72772.187,372.84651996264927,9769.041,644.966,644.966,1084.5,4.503,22.567,89.842,1.778,0.967,0.988,Сильный
1.138,1.54332,2980.502,148.20013048362836,6721.266,11.38,11.38,526.443,1.208,6.489,0.0,0.155,0.967,0.989,Слабый
2.088,3.08664,2855.445,143.11808076767127,6819.276,26.317,26.317,501.174,1.199,6.439,8.235,0.131,0.967,0.989,Слабый
3.144,4.6299600000000005,8378.559,145.22053929120867,7108.769,60.347,60.347,586.752,1.389,7.479,12.324,0.244,0.967,0.989,Ниже среднего
4.161,6.17328,14722.807,162.0500511364892,7781.428,113.784,113.784,641.156,1.658,8.897,17.201,0.34,0.967,0.989,Ниже среднего
5.14,7.7166,21633.615,201.5153663694149,8491.034,175.282,175.282,708.685,2.08,11.063,25.178,0.498,0.967,0.989,Выше среднего
6.175,9.25992,29792.101,241.63036296310293,8824.319,246.285,246.285,775.869,2.503,13.197,34.305,0.679,0.967,0.989,Выше среднего
7.148,10.80324,38986.453,280.44767235134816,9131.064,332.225,332.225,828.703,2.966,15.496,44.133,0.874,0.967,0.989,Сильный
8.206,12.34656,50994.587,323.32528080484803,9313.705,438.112,438.112,926.007,3.577,18.395,60.409,1.196,0.967,0.989,Сильный
9.3,13.88988,72773.487,372.8462058033839,9769.841,644.935,644.935,1083.63,4.502,22.54,89.736,1.776,0.967,0.989,Сильный
1.138,1.54332,3780.867,148.37804934757662,6725.479,11.493,11.493,549.412,1.236,6.643,0.0,0.182,0.967,0.99,Слабый
2.088,3.08664,2890.411,143.34207632387222,6823.237,26.705,26.705,500.611,1.201,6.443,7.581,0.13,0.967,0.99,Слабый
3.144,4.6299600000000005,8378.632,145.2206440109638,7111.329,60.354,60.354,585.954,1.389,7.472,12.29,0.243,0.967,0.99,Ниже среднего
4.161,6.17328,14722.82,162.0501558562443,7783.423,113.775,113.775,640.29,1.658,8.888,17.159,0.34,0.967,0.99,Ниже среднего
5.14,7.7166,21633.659,201.51557580892512,8491.938,175.315,175.315,707.728,2.08,11.052,25.123,0.497,0.967,0.99,Выше среднего
6.175,9.25992,29792.434,241.6288968865313,8825.347,246.21,246.21,774.784,2.503,13.183,34.233,0.678,0.967,0.99,Выше среднего
7.148,10.80324,38985.993,280.44777707110336,9131.569,332.173,332.173,827.691,2.966,15.479,44.052,0.872,0.967,0.99,Сильный
8.206,,50994.499,323.32528080484803,9314.117,437.958,437.958,924.971,3.576,18.374,60.313,1.194,0.967,0.99,Сильный
9.3,13.88988,72774.285,372.8455774848532,9770.641,645.086,645.086,1082.764,4.501,22.513,89.632,1.774,0.967,0.99,Сильный
1.138,1.54332,5040.332,147.6224963143883,6724.106,11.07,11.07,585.318,1.277,6.862,0.0,0.225,0.967,0.991,Слабый
2.088,3.08664,2930.649,143.56753795664483,6827.129,27.105,27.105,500.199,1.203,6.445,6.103,0.128,0.967,0.991,Слабый
3.144,4.6299600000000005,8378.724,145.2206440109638,7113.892,60.349,60.349,585.158,1.389,7.465,12.257,0.243,0.967,0.991,Ниже среднего
4.161,6.17328,14722.934,162.0501558562443,7785.427,113.786,113.786,639.427,1.658,8.879,17.117,0.339,0.967,0.991,Ниже среднего
5.14,7.7166,21633.958,201.51568052868024,8492.848,175.317,175.317,706.775,2.079,11.04,25.068,0.496,0.967,0.991,Выше среднего
6.175,,29792.718,241.6274308099596,8826.372,246.289,246.289,773.703,2.503,13.17,34.162,0.676,0.967,0.991,Выше среднего
7.148,10.80324,38985.666,280.44798651061353,9132.074,332.118,332.118,826.682,2.965,15.462,43.972,0.871,0.967,0.991,Сильный
8.206,12.34656,50994.468,323.3248619258275,9314.528,438.006,438.006,923.939,3.575,18.354,60.217,1.192,0.967,0.991,Сильный
9.3,13.88988,72774.696,372.8463105231391,9771.44,644.865,644.865,1081.902,4.499,22.487,89.528,1.772,0.967,0.991,Сильный
1.138,1.54332,6030.998,146.38481352862905,6719.67,10.363,10.363,612.405,1.304,7.018,0.0,0.259,0.967,0.992,Слабый
2.088,3.08664,2936.204,143.53182852014905,6829.409,27.039,27.039,499.961,1.203,6.441,6.576,0.129,0.967,0.992,Слабый
3.144,4.6299600000000005,8378.832,145.2207487307189,7116.456,60.35,60.35,584.363,1.389,7.458,12.224,0.242,0.967,0.992,Ниже среднего
4.161,6.17328,14723.017,162.0502605759994,7787.431,113.778,113.778,638.565,1.657,8.87,17.075,0.338,0.967,0.992,Ниже среднего
5.14,7.7166,21633.958,201.5158899681905,8493.751,175.269,175.269,705.823,2.079,11.029,25.013,0.495,0.967,0.992,Выше среднего
6.175,9.25992,29792.977,241.62554585436743,8827.395,246.276,246.276,772.625,2.502,13.156,34.091,0.675,0.967,0.992,Выше среднего
7.148,10.80324,38985.248,280.44798651061353,9132.577,332.119,332.119,825.675,2.965,15.445,43.893,0.869,0.967,0.992,Сильный
8.206,12.34656,50994.375,323.3248619258275,9314.938,438.022,438.022,922.91,3.574,18.333,60.121,1.19,0.967,0.992,Сильный
9.3,13.88988,72775.451,372.84651996264927,9772.24,644.799,644.799,1081.044,4.498,22.46,89.424,1.77,0.967,0.992,Сильный
1.138,1.54332,6620.524,145.40840653189335,6716.611,9.811,9.811,628.588,1.319,7.102,0.0,0.279,0.967,0.993,Слабый
2.088,3.08664,3088.328,144.0466308363173,6835.133,27.95,27.95,501.697,1.209,6.466,3.645,0.129,0.967,0.993,Слабый
3.144,4.6299600000000005,8378.945,145.2207487307189,7119.022,60.355,60.355,583.571,1.389,7.451,12.19,0.241,0.967,0.993,Ниже среднего
4.161,6.17328,14722.984,162.05036529575457,7789.426,113.786,113.786,637.705,1.657,8.861,17.033,0.337,0.967,0.993,Ниже среднего
5.14,7.7166,21634.043,201.51609940770075,8494.657,175.302,175.302,704.874,2.079,11.018,24.958,0.494,0.967,0.993,Выше среднего
6.175,9.25992,29793.404,241.62491753583672,8828.428,246.225,246.225,771.55,2.502,13.143,34.02,0.674,0.967,0.993,Выше среднего
7.148,10.80324,38984.845,280.4481959501238,9133.081,332.123,332.123,824.671,2.964,15.428,43.813,0.867,0.967,0.993,Сильный
8.206,12.34656,50994.374,323.32444304680706,9315.347,438.046,438.046,921.884,3.573,18.313,60.025,1.188,0.967,0.993,Сильный
9.3,13.88988,72776.26,372.8464152428941,9773.034,644.966,644.966,1080.188,4.497,22.434,89.32,1.768,0.967,0.993,Сильный
1.138,1.54332,7262.759,141.98134782584734,6698.792,7.914,7.914,654.161,1.328,7.164,14.783,0.321,0.967,0.994,Слабый
2.088,3.08664,3152.696,144.17658805242078,6838.529,28.186,28.186,502.504,1.211,6.475,3.073,0.13,0.967,0.994,Слабый
3.144,4.6299600000000005,8379.069,145.220853450474,7121.589,60.352,60.352,582.78,1.389,7.444,12.157,0.241,0.967,0.994,Ниже среднего
4.161,6.17328,14723.164,162.05036529575457,7791.442,113.78,113.78,636.849,1.657,8.852,16.992,0.336,0.967,0.994,Ниже среднего
5.14,7.7166,21634.106,201.5163088472109,8495.562,175.32,175.32,703.927,2.079,11.007,24.903,0.493,0.967,0.994,Выше среднего
6.175,9.25992,29793.672,241.6232420197548,8829.452,246.245,246.245,770.478,2.502,13.129,33.949,0.672,0.967,0.994,Выше среднего
7.148,10.80324,38984.501,280.4480912303687,9133.585,332.204,332.204,823.67,2.963,15.412,43.734,0.866,0.967,0.994,Сильный
8.206,12.34656,50994.214,323.3246524863173,9315.756,438.012,438.012,920.861,3.573,18.293,59.929,1.186,0.967,0.994,Сильный
9.3,13.88988,72777.387,372.8461010836288,9773.829,644.803,644.803,1079.336,4.496,22.407,89.217,1.766,0.967,0.994,Сильный
1.138,1.54332,6562.859,139.63269315802364,6686.588,6.649,6.649,640.875,1.302,7.023,25.071,0.311,0.967,0.995,Слабый
2.088,3.08664,3404.77,144.67610128434157,6844.152,29.079,29.079,508.1,1.221,6.516,0.707,0.135,0.967,0.995,Слабый
3.144,4.6299600000000005,8379.137,145.22095817022915,7124.152,60.361,60.361,581.99,1.388,7.437,12.124,0.24,0.967,0.995,Ниже среднего
4.161,6.17328,14723.244,162.0504700155097,7793.45,113.787,113.787,635.994,1.657,8.843,16.95,0.336,0.967,0.995,Ниже среднего
5.14,7.7166,21634.445,201.5164135669661,8496.475,175.285,175.285,702.984,2.078,10.996,24.848,0.492,0.967,0.995,Выше среднего
6.175,9.25992,29793.953,241.62188066293825,8830.476,246.304,246.304,769.41,2.501,13.116,33.878,0.671,0.967,0.995,Выше среднего
7.148,10.80324,38984.125,280.4481959501238,9134.088,332.196,332.196,822.672,2.963,15.395,43.655,0.864,0.967,0.995,Сильный
8.206,12.34656,50994.206,323.32423360729683,9316.164,438.079,438.079,919.842,3.572,18.272,59.834,1.185,0.967,0.995,Сильный
9.3,13.88988,72776.872,372.8474624404453,9774.6,644.886,644.886,1078.479,4.495,22.38,89.113,1.764,0.967,0.995,Сильный
1.138,1.54332,4592.285,137.6126490817654,6675.257,5.588,5.588,593.465,1.24,6.681,31.956,0.258,0.967,0.996,Слабый
2.088,3.08664,3386.791,144.64049656760088,6846.431,29.013,29.013,506.988,1.22,6.514,1.192,0.134,0.967,0.996,Слабый
3.144,4.6299600000000005,8379.25,145.22095817022915,7126.72,60.362,60.362,581.202,1.388,7.429,12.091,0.239,0.967,0.996,Ниже среднего
